;name;average_sentiment;cat_detailed;cat_sites_reduced_more;average_age;average_way_travel;latitud;longitud;address;area;rating;user_age_encoded;way_travel_encoded;sentiment_encoded;destination_encoded;cat_sites_reduced_more_encoded
757;Parque de la Fuente del Berro;relax;park;town, parks or lookouts;adult;alone;40,4215611;-3,6608197;C/ del Alcalde Sainz de Baranda, 94, 28028 Madrid, España;Madrid;4,7;1;0;2;1;2
758;Parque del Oeste;relax;park;town, parks or lookouts;young;in couple;40,4307702;-3,7262232;P.º de Moret, 2, 28008 Madrid, España;Madrid;4,5;0;1;2;1;2
759;Parque Enrique Tierno Galvan;relax;park;town, parks or lookouts;young;in family;40,3900397;-3,6838406;C. Meneses, 4, 28045 Madrid, España;Madrid;4,4;0;3;2;1;2
760;Parque Warner Madrid;curious;park;town, parks or lookouts;adult;alone;40,231681;-3,592568;A-4, salida 22, 28330 San Martín de la Vega, Madrid, España;Madrid;4,2;1;0;3;1;2
761;Quinta de los Molinos;relax;park;town, parks or lookouts;adult;alone;40,4438927;-3,6274797;C. de Alcalá, 527, 28027 Madrid, España;Madrid;4,5;1;0;2;1;2
762;Museo Nacional de Artes Decorativas;history_freak;museum;historic building, museums and archaeological rests;adult;in groups;40,4179105;-3,6898041;C. de Montalbán, 12, 28014 Madrid, España;Madrid;4,2;1;2;4;1;1
763;Museo Geominero;history_freak;museum;historic building, museums and archaeological rests;adult;in groups;40,442645;-3,69965;C. de Ríos Rosas, 23, 28003 Madrid, España;Madrid;4,6;1;2;4;1;1
764;La Gran Via;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;40,4189732;-3,6968991;C/ Gran Vía, Madrid, España;Madrid;4,8;1;3;4;1;1
765;Invernadero del Palacio de Cristal de Arganzuela;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,3933951;-3,6995766;Palacio de Cristal, P.º de la Chopera, 10, 28045 Madrid, España;Madrid;4,6;0;2;4;1;1
766;Iglesia de San Gines;history_freak;religious;religious;old;in groups;40,4172532;-3,7070675;C. del Arenal, 13, 28013 Madrid, España;Madrid;4,6;2;2;4;1;5
767;Real Iglesia de San Andres Apostol;history_freak;religious;religious;old;alone;40,412017;-3,7114158;Pl. de San Andrés, 1, 28005 Madrid, España;Madrid;4,5;2;0;4;1;5
768;Faunia;adventurous;park;town, parks or lookouts;old;in groups;40,392078;-3,612436;Av. Comunidades, 28, 28032 Madrid, España;Madrid;4,1;2;2;1;1;2
769;Barrio de las Letras;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4146577;-3,6995554;Barrio de las Letras, Madrid, España;Madrid;3,897146933;0;2;4;1;1
770;Museo de Aeronautica y Astronautica;history_freak;museum;historic building, museums and archaeological rests;young;in family;40,364996;-3,8042281;Autovía del Suroeste, km 10, 700, 28024 Madrid, España;Madrid;4,7;0;3;4;1;1
771;Matadero Madrid;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;in groups;40,3919453;-3,6978834;Pl. de Legazpi, 8, 28045 Madrid, España;Madrid;4,5;1;2;0;1;4
772;Teatro de La Abadia;artsy;cultural_center;experiences, cultural centers, theaters and music;old;alone;40,4353008;-3,7093737;C. de Fernández de los Ríos, 42, 28015 Madrid, España;Madrid;4,6;2;0;0;1;4
773;Teatro Circo Price;artsy;cultural_center;experiences, cultural centers, theaters and music;young;in groups;40,4059794;-3,6985807;Rda. de Atocha, 35, 28012 Madrid, España;Madrid;4,5;0;2;0;1;4
774;Puerta del Sol;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;40,4169473;-3,7035285;Puerta del Sol, Madrid, España;Madrid;3,897146933;0;0;4;1;1
775;Plaza Mayor de Madrid;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;40,4156181;-3,707023;Plaza Mayor, Madrid, España;Madrid;3,897146933;1;1;4;1;1
776;Zoo Aquarium;adventurous;park;town, parks or lookouts;adult;alone;40,409189;-3,760864;Casa de Campo, s/n, 28011 Madrid, España;Madrid;4,2;1;0;1;1;2
777;Parque de Atracciones;adventurous;park;town, parks or lookouts;young;in couple;40,411883;-3,750058;Casa de Campo, s/n, 28011 Madrid, España;Madrid;4,1;0;1;1;1;2
778;Planetario;adventurous;park;town, parks or lookouts;old;in couple;40,3927043;-3,6852999;Parque Tierno Galván, Av. del Planetario, 16, 28045 Madrid, España;Madrid;4,1;2;1;1;1;2
779;Teleferico de Madrid;adventurous;park;town, parks or lookouts;adult;in groups;40,427922;-3,7217838;P.º del Pintor Rosales, s/n, 28008 Madrid, España;Madrid;3,6;1;2;1;1;2
780;Jardines de la Plaza de Oriente;relax;park;town, parks or lookouts;adult;in groups;40,4186362;-3,7120978;Pl. de Ote., 28013 Madrid, España;Madrid;4,8;1;2;2;1;2
781;Punto Informacion Turistica Aeropuerto Adolfo Suarez Madrid-Barajas (T4. Sala 10);curious;other;food, music, seaside, sport and others;old;in family;40,4912185;-3,5928735;28042 Madrid, España;Madrid;4,3;2;3;3;1;8
782;Jardines del Templo de Debod;relax;park;town, parks or lookouts;adult;in couple;40,4240216;-3,7177695;C. de Ferraz, 1, 28008 Madrid, España;Madrid;4,4;1;1;2;1;2
783;Centro de Turismo Plaza Mayor;curious;other;food, music, seaside, sport and others;adult;in groups;40,4158154;-3,7074243;Pl. Mayor, 27, 28012 Madrid, España;Madrid;4,3;1;2;3;1;8
784;Casa de Campo;relax;park;town, parks or lookouts;young;in groups;40,4239535;-3,7275363;Casa de Campo, Madrid, España;Madrid;4,284745763;0;2;2;1;2
785;Plaza de toros Monumental de Las Ventas;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,4321355;-3,6632911;C. de Alcalá, 237, 28028 Madrid, España;Madrid;4,5;0;1;4;1;1
786;Hemeroteca Municipal;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in groups;40,4283496;-3,7104952;patio norte, C. del Conde Duque, 9-11, 28015 Madrid, España;Madrid;4,5;2;2;0;1;4
787;Parque de El Retiro;relax;park;town, parks or lookouts;young;alone;40,4152606;-3,6844995;28009 Madrid, España;Madrid;4,8;0;0;2;1;2
788;Jardines del Principe de Anglona;relax;park;town, parks or lookouts;young;in family;40,413523;-3,7114417;Pl. de la Paja, 6, 28005 Madrid, España;Madrid;4,3;0;3;2;1;2
789;Servicio de Atencion Turistica de Emergencia (SATE);curious;other;food, music, seaside, sport and others;adult;in groups;40,4216015;-3,7101862;C. de Leganitos, 19, 28004 Madrid, España;Madrid;1;1;2;3;1;8
790;Jardin vertical CaixaForum;relax;park;town, parks or lookouts;adult;in family;40,4110561;-3,6931614;C. de Cenicero, 34, 28014 Madrid, España;Madrid;4,6;1;3;2;1;2
791;Aeropuerto Adolfo Suarez Madrid-Barajas;curious;other;food, music, seaside, sport and others;adult;in groups;40,4948968;-3,5793544;Av de la Hispanidad, s/n, 28042 Madrid, España;Madrid;4;1;2;3;1;8
792;Estacion Avenida de America;curious;other;food, music, seaside, sport and others;adult;in family;40,43832;-3,67645;28002 Madrid, España;Madrid;2,4;1;3;3;1;8
793;Estacion de Mendez alvaro;curious;other;food, music, seaside, sport and others;old;alone;40,3957395;-3,6778361;28045 Madrid, España;Madrid;3,4;2;0;3;1;8
794;La Rosaleda de El Retiro;relax;park;town, parks or lookouts;adult;in couple;40,4107901;-3,6803226;P.º de Fernán Núñez, 4, 28009 Madrid, España;Madrid;4,7;1;1;2;1;2
795;Paseo de Recoletos;relax;park;town, parks or lookouts;adult;in couple;40,4223737;-3,6921766;P.º de Recoletos, Madrid, España;Madrid;4,284745763;1;1;2;1;2
796;Jardines de la Plaza de la Lealtad;relax;park;town, parks or lookouts;old;in family;40,4160302;-3,6928828;Pl. de la Lealtad, 2, 28014 Madrid, España;Madrid;5;2;3;2;1;2
797;Estacion de Madrid - Chamartin - Clara Campoamor;curious;other;food, music, seaside, sport and others;old;in family;40,4718908;-3,6825565;28036 Madrid, España;Madrid;2,2;2;3;3;1;8
798;Paseo del Prado;relax;park;town, parks or lookouts;old;alone;40,414162;-3,6932337;P.º del Prado, Madrid, España;Madrid;4,7;2;0;2;1;2
799;Conde Duque;artsy;cultural_center;experiences, cultural centers, theaters and music;young;alone;40,4274072;-3,7107195;C. del Conde Duque, 11, 28015 Madrid, España;Madrid;4,5;0;0;0;1;4
800;Palacio de Fomento (Ministerio de Agricultura);history_freak;historic_building;historic building, museums and archaeological rests;old;in family;40,4086197;-3,6906207;P.º de la Infanta Isabel, 1, 28014 Madrid, España;Madrid;4,5;2;3;4;1;1
801;Real Fabrica de Tapices;artsy;cultural_center;experiences, cultural centers, theaters and music;adult;alone;40,4061501;-3,6825436;Calle Fuenterrabía, 2, 28014 Madrid, España;Madrid;4,4;1;0;0;1;4
802;Real Casino de Madrid;artsy;cultural_center;experiences, cultural centers, theaters and music;old;alone;40,4178115;-3,7002572;C. de Alcalá, 15, 28014 Madrid, España;Madrid;4,6;2;0;0;1;4
803;Palacio de Cibeles;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;40,418882;-3,6917853;Palacio de Comunicaciones, 28014 Madrid, España;Madrid;3,897146933;0;3;4;1;1
804;Parque de El Capricho;relax;park;town, parks or lookouts;old;alone;40,4558582;-3,5991509;P.º de la Alameda de Osuna, 25, 28042 Madrid, España;Madrid;4,7;2;0;2;1;2
805;Jardin tropical Estacion de Madrid - Puerta de Atocha - Almudena Grandes;relax;park;town, parks or lookouts;adult;in family;40,4069696;-3,691309;C. de Méndez Álvaro, 1, 28045 Madrid, España;Madrid;4,2;1;3;2;1;2
806;Jardin de las Vistillas;relax;park;town, parks or lookouts;adult;in couple;40,4125885;-3,7154567;Jardín de las Vistillas, Pl. de Gabriel Miró, 2, 28005 Madrid, España;Madrid;4,3;1;1;2;1;2
807;Jardines del Campo del Moro;relax;park;town, parks or lookouts;adult;in couple;40,4182622;-3,7172954;P.º de la Virgen del Puerto, 1, 28013 Madrid, España;Madrid;4,6;1;1;2;1;2
808;Jardines del Museo Reina Sofia;relax;park;town, parks or lookouts;adult;in family;40,4079189;-3,6945566;Museo Nacional Centro de Arte Reina Sofía, Edificio Sabatini, C. de Sta. Isabel, 52, 28012 Madrid, España;Madrid;3,9;1;3;2;1;2
809;Jardines de Sabatini;relax;park;town, parks or lookouts;old;in family;40,420332;-3,7140039;C. de Bailén, 2, 28013 Madrid, España;Madrid;4,5;2;3;2;1;2
810;Museo del Traje;artsy;museum;historic building, museums and archaeological rests;young;in groups;40,4400802;-3,728866;Av. de Juan de Herrera, 2, 28040 Madrid, España;Madrid;4,3;0;2;0;1;1
811;Museo Lazaro Galdiano;artsy;museum;historic building, museums and archaeological rests;adult;in family;40,4369187;-3,6857512;C. de Serrano, 122, 28006 Madrid, España;Madrid;4,7;1;3;0;1;1
812;Cuatro Torres Business Area;history_freak;contemporary_building;contemporary buildings and art galleries;old;alone;40,4767085;-3,687918;P.º de la Castellana, 259, 28046 Madrid, España;Madrid;4,5;2;0;4;1;6
813;Museo Nacional de Ciencias Naturales;artsy;museum;historic building, museums and archaeological rests;young;in groups;40,4409237;-3,6897093;C. de José Gutiérrez Abascal, 2, 28006 Madrid, España;Madrid;4,4;0;2;0;1;1
814;Fuente de Cibeles;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,4193326;-3,6930825;Plaza Cibeles, S/N, 28014 Madrid, España;Madrid;4,7;0;1;4;1;1
815;Real Casa de Correos;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4164102;-3,7037974;Prta del Sol, 7, 28013 Madrid, España;Madrid;4,5;0;2;4;1;1
816;Museo de San Isidro. Los Origenes de Madrid;history_freak;museum;historic building, museums and archaeological rests;old;in family;40,4121475;-3,7110023;Pl. de San Andrés, 2, 28005 Madrid, España;Madrid;4,6;2;3;4;1;1
817;Estadio Vicente Calderon;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;40,4015434;-3,7210408;P.º de la Virgen del Puerto, 67, 28005 Madrid, España;Madrid;4,4;0;0;4;1;1
818;Estadio Santiago Bernabeu;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4530387;-3,6883337;Av. de Concha Espina, 1, 28036 Madrid, España;Madrid;4,6;0;2;4;1;1
819;Iglesia de San Antonio de los Alemanes;history_freak;religious;religious;old;in family;40,422346;-3,7038161;C. de la Puebla, 22, 28004 Madrid, España;Madrid;4,7;2;3;4;1;5
820;Teatro Real;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;40,418299;-3,710578;Pl. de Isabel II, s/n, 28013 Madrid, España;Madrid;4,6;0;0;4;1;1
821;Monasterio de las Descalzas Reales;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;40,4182354;-3,7062018;Pl. de las Descalzas, 3, 28013 Madrid, España;Madrid;4,4;2;0;4;1;1
822;Panteon de España;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;40,4061705;-3,683607;C. Julián Gayarre, 3, 28014 Madrid, España;Madrid;4,3;2;2;4;1;1
823;Puente de Segovia;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4140308;-3,7231884;Puente de Segovia, Madrid, España;Madrid;3,897146933;0;2;4;1;1
824;Casita Museo de Raton Perez;artsy;museum;historic building, museums and archaeological rests;adult;in couple;40,41716;-3,7054174;C. del Arenal, 8, 1º, 28013 Madrid, España;Madrid;4,2;1;1;0;1;1
825;Cason del Buen Retiro;curious;cultural_center;experiences, cultural centers, theaters and music;adult;alone;40,4153391;-3,6896027;C. de Alfonso XII, 28, 28014 Madrid, España;Madrid;4,3;1;0;3;1;4
826;Banco de España;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4186253;-3,6944076;C. de Alcalá, 48, 28014 Madrid, España;Madrid;4,2;0;2;4;1;1
827;Estacion de Chamberi;artsy;museum;historic building, museums and archaeological rests;young;in groups;40,43168;-3,6985;C. de Luchana, 36, 28010 Madrid, España;Madrid;3,7;0;2;0;1;1
828;Torres Kio (Puerta de Europa);history_freak;contemporary_building;contemporary buildings and art galleries;old;alone;40,4667673;-3,6884551;P.º de la Castellana, 216, 28046 Madrid, España;Madrid;4,4;2;0;4;1;6
829;Museo Tiflologico de la Once;history_freak;museum;historic building, museums and archaeological rests;adult;in groups;40,455239;-3,6999897;C/ de la Coruña, 18, 28020 Madrid, España;Madrid;4,6;1;2;4;1;1
830;Museo Taurino;history_freak;museum;historic building, museums and archaeological rests;adult;in family;40,4329957;-3,6632793;C. de Alcalá, 237, 28028 Madrid, España;Madrid;4,3;1;3;4;1;1
831;Museo Sorolla;artsy;museum;historic building, museums and archaeological rests;old;in couple;40,4353663;-3,6925026;P.º del Gral. Martínez Campos, 37, 28010 Madrid, España;Madrid;4,7;2;1;0;1;1
832;Real Basilica de San Francisco El Grande;history_freak;religious;religious;young;alone;40,4104996;-3,7145483;C. San Buenaventura, 1, 28005 Madrid, España;Madrid;4,7;0;0;4;1;5
833;Puerta de Toledo;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;40,4067666;-3,7116135;Gta. de la Prta de Toledo, s/n, 28005 Madrid, España;Madrid;4,5;1;1;4;1;1
834;Templo de Debod;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;40,4240216;-3,7177695;C. de Ferraz, 1, 28008 Madrid, España;Madrid;4,4;2;1;4;1;1
835;Real Colegiata de San Isidro y Nuestra Señora del Buen Consejo;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;40,4129582;-3,7073539;C. de Toledo, 37, 28005 Madrid, España;Madrid;4,6;0;2;4;1;1
836;Ermita de San Antonio de la Florida (Museo);curious;religious;religious;young;in couple;40,4253899;-3,7255936;Gta. de San Antonio de la Florida, 5, 28008 Madrid, España;Madrid;4,7;0;1;3;1;5
837;Puente de Toledo;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;40,3996515;-3,7149353;Puente de Toledo, 28019 Madrid, España;Madrid;4,7;2;2;4;1;1
838;Plaza de la Villa;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;40,4152702;-3,710226;Pl. de la Villa, Madrid, España;Madrid;3,897146933;2;0;4;1;1
839;El angel Caido;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;40,4110356;-3,6824889;Parque del Retiro, Glorieta del Ángel Caído, s/n, 28014 Madrid, España;Madrid;4,6;2;1;4;1;1
840;Catedral de la Almudena;history_freak;religious;religious;adult;alone;40,415651;-3,714552;C. de Bailén, 10, 28013 Madrid, España;Madrid;4,6;1;0;4;1;5
841;Puerta de Alcala;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,419992;-3,688737;Pl. de la Independencia, s/n, 28001 Madrid, España;Madrid;4,7;0;1;4;1;1
842;Plaza de España;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;40,4233828;-3,7121647;Pl. de España, 28008 Madrid, España;Madrid;4,4;2;2;4;1;1
843;Palacio Real;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;40,417955;-3,714312;C. de Bailén, s/n, 28071 Madrid, España;Madrid;4,6;0;1;4;1;1
844;Real Monasterio de la Encarnacion;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;40,4200462;-3,7115755;Pl. de la Encarnación, 1, 28013 Madrid, España;Madrid;4,5;2;3;4;1;1
845;Estacion de Principe Pio;curious;contemporary_building;contemporary buildings and art galleries;old;in family;40,42154;-3,71908;28008 Madrid, España;Madrid;4,2;2;3;3;1;6
846;Museo de la Biblioteca Nacional;history_freak;museum;historic building, museums and archaeological rests;young;alone;40,4236361;-3,6898055;P.º de Recoletos, 20, 22, 28001 Madrid, España;Madrid;4,5;0;0;4;1;1
847;Museo Arqueologico Nacional;history_freak;museum;historic building, museums and archaeological rests;adult;in couple;40,4233216;-3,6886687;C. de Serrano, 13, 28001 Madrid, España;Madrid;4,7;1;1;4;1;1
848;Museo de America;history_freak;museum;historic building, museums and archaeological rests;adult;in couple;40,4382175;-3,7220554;Av. de los Reyes Católicos, 6, 28040 Madrid, España;Madrid;4,4;1;1;4;1;1
849;Museo de Arte Contemporaneo;artsy;museum;historic building, museums and archaeological rests;young;alone;40,4269963;-3,7109397;C. del Conde Duque, 9, 28015 Madrid, España;Madrid;4,3;0;0;0;1;1
850;Museo de Escultura al Aire Libre de La Castellana;artsy;museum;historic building, museums and archaeological rests;young;alone;40,433083;-3,6876175;P.º de la Castellana, 40, 28046 Madrid, España;Madrid;4,1;0;0;0;1;1
851;Museo de Cera;artsy;museum;historic building, museums and archaeological rests;young;in family;40,4250746;-3,6915129;Pl. de Colón, 1, 28004 Madrid, España;Madrid;4;0;3;0;1;1
852;Museo de Historia;history_freak;museum;historic building, museums and archaeological rests;adult;in groups;40,4257367;-3,7006699;Calle de Fuencarral, 78, 28004 Madrid, España;Madrid;4,5;1;2;4;1;1
853;Fuente de Neptuno;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;40,4152652;-3,6941526;Pl. Canovas del Castillo, s/n, 28014 Madrid, España;Madrid;4,6;2;3;4;1;1
854;Casa de Quevedo;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;40,4138183;-3,6976678;C. de Quevedo, 5, 28014 Madrid, España;Madrid;0;1;1;4;1;1
855;Casa de Cervantes;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;40,4142959;-3,6986618;C. del León, 7, 28014 Madrid, España;Madrid;4,2;0;3;4;1;1
856;Teatro de la Comedia;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in groups;40,4155336;-3,7003923;C. del Príncipe, 14, 28012 Madrid, España;Madrid;4,6;2;2;0;1;4
857;Iglesia de San Ignacio de Loyola ( San Ignacio de los Vascos);history_freak;religious;religious;adult;alone;40,4143479;-3,7000081;C. del Príncipe, 31, 28012 Madrid, España;Madrid;4,2;1;0;4;1;5
858;Basilica de Jesus de Medinaceli;history_freak;religious;religious;young;in groups;40,4142177;-3,6955605;Pl. Jesús, 2, 28014 Madrid, España;Madrid;4,7;0;2;4;1;5
859;Palacio de Duques de Santoña (Camara de Comercio);history_freak;historic_building;historic building, museums and archaeological rests;young;alone;40,4140396;-3,7003138;C. de las Huertas, 13, 28012 Madrid, España;Madrid;4,5;0;0;4;1;1
860;Casa Museo Lope de Vega;history_freak;museum;historic building, museums and archaeological rests;young;in couple;40,4143821;-3,6974563;Calle de Cervantes, 11, 28014 Madrid, España;Madrid;4,6;0;1;4;1;1
861;Real Jardin Botanico;relax;park;town, parks or lookouts;adult;in groups;40,4111064;-3,6911267;Pl. Murillo, 2, 28014 Madrid, España;Madrid;4,4;1;2;2;1;2
862;Congreso de los Diputados;curious;contemporary_building;contemporary buildings and art galleries;adult;alone;40,416667;-3,699722;Palacio de las Cortes, 28014 Madrid, España;Madrid;3,90931677;1;0;3;1;6
863;Ateneo Cientifico, Literario y Artistico de Madrid;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in couple;40,4150861;-3,6982136;C. del Prado, 21, 28014 Madrid, España;Madrid;4,4;2;1;0;1;4
864;Casa Asia;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in couple;40,4153591;-3,7111935;Palacio de Cañete, C. Mayor, 69, 28013 Madrid, España;Madrid;4,7;2;1;0;1;4
865;Museo Reina Sofia;artsy;museum;historic building, museums and archaeological rests;old;in family;40,4079123;-3,6945569;C. de Sta. Isabel, 52, 28012 Madrid, España;Madrid;4,5;2;3;0;1;1
866;Museo del Prado;history_freak;museum;historic building, museums and archaeological rests;adult;alone;40,4137818;-3,6921271;C. de Ruiz de Alarcón, 23, 28014 Madrid, España;Madrid;4,7;1;0;4;1;1
867;Museo Nacional Thyssen-Bornemisza;artsy;museum;historic building, museums and archaeological rests;adult;in groups;40,4160406;-3,6949254;P.º del Prado, 8, 28014 Madrid, España;Madrid;4,7;1;2;0;1;1
868;Teatro Monumental;artsy;music;experiences, cultural centers, theaters and music;young;alone;40,4125276;-3,6991503;C. de Atocha, 65, 28012 Madrid, España;Madrid;4,4;0;0;0;1;4
869;Teatro Reina Victoria;artsy;theater;experiences, cultural centers, theaters and music;young;in couple;40,4165266;-3,6998098;Cra de S. Jerónimo, 24, 28014 Madrid, España;Madrid;4,3;0;1;0;1;4
870;Casa de America;curious;cultural_center;experiences, cultural centers, theaters and music;adult;in groups;40,4198825;-3,6921704;Plaza Cibeles, s/n, 28014 Madrid, España;Madrid;4,5;1;2;3;1;4
871;Real Academia de la Historia;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in groups;40,4135067;-3,6990032;C. del León, 21, 28014 Madrid, España;Madrid;3,8;2;2;0;1;4
872;Punto de Informacion Turistica Reina Sofia;curious;other;food, music, seaside, sport and others;adult;in family;40,4084325;-3,6933204;Plaza Juan Goytisolo, C. de Sta. Isabel, esquina, 28012 Madrid, España;Madrid;4,6;1;3;3;1;8
873;Iglesia de San Sebastian;history_freak;religious;religious;young;in family;40,4135137;-3,7014354;C. de Atocha, 39, 28012 Madrid, España;Madrid;4,5;0;3;4;1;5
874;Medialab Matadero;artsy;cultural_center;experiences, cultural centers, theaters and music;old;in family;40,3915129;-3,6972714;Matadero Madrid, P.º de la Chopera, 14, 28045 Madrid, España;Madrid;4,6;2;3;0;1;4
875;Auditorio del Museo de Arte Contemporanea de Vigo (MARCO);history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,236019;-8,7210806;Museum of Contemporary Art, Rúa do Príncipe, 54, 36202 Vigo, Pontevedra, España;Vigo;4,3;0;0;4;2;1
876;Casa Enrique MA¼lder;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,2489243;-8,6995634;Rúa Enrique Lorenzo, 17, 1, 36207 Vigo, Pontevedra, España;Vigo;3;1;3;4;2;1
877;Colegiata de Santa Maria (Concatedral);history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,2393106;-8,7261825;Praza Igrexa, 10, 36202 Vigo, Pontevedra, España;Vigo;4,4;2;3;4;2;1
878;Casa de Pazos e Figueroa;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;42,239271;-8,726626;Casa Torre de Pazos Figueroa, Rúa Real, 4, 36202 Vigo, Pontevedra, España;Vigo;0;0;2;4;2;1
879;Auditorio del Club Financiero de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,2367711;-8,7120521;Rúa de García Barbón, 62, 36201 Vigo, Pontevedra, España;Vigo;4,2;1;0;4;2;1
880;Auditorio de la Camara de Comercio de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;42,2366887;-8,7187725;R. da República Arxentina, 18A, 36201 Vigo, Pontevedra, España;Vigo;4,7;2;2;4;2;1
881;Auditorio del Museo do Mar de Galicia;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;42,2241134;-8,7701874;Av. da Atlántida, 160, 36208 Vigo, Pontevedra, España;Vigo;4,4;0;2;4;2;1
882;Verbum - Casa das Palabras;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,2129459;-8,773904;Av. Samil, 17, 36212 Vigo, Pontevedra, España;Vigo;3,7;0;0;4;2;1
883;Auditorio Martin Codax del Conservatorio Superior de Misica;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;42,2287103;-8,7236649;Rúa de Manuel Olivié, 23, 36203 Vigo, Pontevedra, España;Vigo;4,3;2;0;4;2;1
884;Iglesia de San Francisco;history_freak;religious;religious;adult;alone;42,236415;-8,731081;Rúa de Santa Marta, 69, 36202 Vigo, Pontevedra, España;Vigo;4,7;1;0;4;2;5
885;Colexio oficial de arquitectos de Galicia;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,2373106;-8,7248455;Rúa Doctor Cadaval, 5, 36202 Vigo, Pontevedra, España;Vigo;3,9;1;0;4;2;1
886;Auditorio Zona Franca de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,2359519;-8,7267439;Praza do Rei, 1, 36202 Vigo, Pontevedra, España;Vigo;4,4;1;3;4;2;1
887;Iglesia de la Soledad;history_freak;religious;religious;adult;alone;42,229071;-8,7272605;Rúa de Feliciano Rolán, 8, 36203 Vigo, Pontevedra, España;Vigo;4,1;1;0;4;2;5
888;Iglesia de Nuestra Señora de Fatima;history_freak;religious;religious;adult;alone;42,2347919;-8,707681;Rúa Vía Nte., 19, 36204 Vigo, Pontevedra, España;Vigo;4,4;1;0;4;2;5
889;Iglesia de Alcabre;history_freak;religious;religious;young;alone;42,2213499;-8,7649602;Av. da Atlántida, 112, 36208 Vigo, Pontevedra, España;Vigo;4,1;0;0;4;2;5
890;Iglesia de Bouzas;history_freak;religious;religious;young;in groups;42,226449;-8,753398;36208, R. de Sebastián Elcano, 24, 36208 Vigo, Pontevedra, España;Vigo;4,3;0;2;4;2;5
891;Iglesia de Santa Marina de Cabral;history_freak;religious;religious;young;in groups;42,2232747;-8,6566652;Baixada Igrexa, 9, 36318 Vigo, Pontevedra, España;Vigo;4,2;0;2;4;2;5
892;Iglesia de San Cristobal de Candean;history_freak;religious;religious;adult;in groups;42,2418199;-8,6648172;Rúa da Goleta, 1, 36317 Vigo, Pontevedra, España;Vigo;4,4;1;2;4;2;5
893;Iglesia de San Andres de Comesaña;history_freak;religious;religious;young;in couple;42,1995241;-8,754107;Calle, Estrada Matamá Pazo-Comesaña, 115, 36213 Vigo, Pontevedra, España;Vigo;4,6;0;1;4;2;5
894;Fundacion Pedro Barrie de la Maza;history_freak;historic_building;historic building, museums and archaeological rests;old;in groups;42,2379121;-8,7209748;Rúa Policarpo Sanz, 31, 36201 Vigo, Pontevedra, España;Vigo;4;2;2;4;2;1
895;Teatro cine Fraga;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;42,2367279;-8,719815;R. do Uruguai, 1, 36201 Vigo, Pontevedra, España;Vigo;4,5;2;0;4;2;1
