;name;average_sentiment;cat_detailed;cat_sites_reduced_more;average_age;average_way_travel;latitud;longitud;address;area;rating;user_age_encoded;way_travel_encoded;sentiment_encoded;destination_encoded;cat_sites_reduced_more_encoded
896;Teatro Garcia Barbon;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;42,2379283;-8,7234553;Rúa Policarpo Sanz, 13, 36202 Vigo, Pontevedra, España;Vigo;4,5;0;1;4;2;1
897;Salgueiro Garcia Barbon;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,2381938;-8,7259356;Praza Porta do Sol, 1, 36202 Vigo, Pontevedra, España;Vigo;0;0;0;4;2;1
898;Instituto Santa Irene;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,2200746;-8,7319345;Pr. de América, 7, 36209 Vigo, Pontevedra, España;Vigo;3,8;1;3;4;2;1
899;Edificio sede social Caixanova;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,2373916;-8,7224378;Rúa Policarpo Sanz, 24, 26, 36202 Vigo, Pontevedra, España;Vigo;4,4;0;0;4;2;1
900;Vigo Convention Bureau;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;42,231099;-8,7344156;Av. da Beiramar, 57, 36202 Vigo, Pontevedra, España;Vigo;0;0;3;4;2;1
901;Ayuntamiento de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;42,2362255;-8,7266662;Praza do Rei, 1, 36202 Vigo, Pontevedra, España;Vigo;3,5;0;3;4;2;1
902;Auditorio del Ayuntamiento de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,2359519;-8,7267439;Praza do Rei, 1, 36202 Vigo, Pontevedra, España;Vigo;4,4;1;0;4;2;1
903;Sala de Congresos (auditorio) de la Ciudad Universitaria de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;42,2315129;-8,7340046;Av. da Beiramar, 59, 36202 Vigo, Pontevedra, España;Vigo;4,2;0;1;4;2;1
904;Biblioteca de la Facultad de Ciencias juridicas;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,2272192;-8,7346055;Rúa do Conde de Torrecedeira, 86, 36208 Vigo, Pontevedra, España;Vigo;4,2;2;3;4;2;1
905;Biblioteca de la E.T.S. de Ingenieros de Telecomunicaciones;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;40,451972;-3,7258602;Avenida Complutense, 30 Escuela Técnica Superior de Ingenieros de Telecomunicación, 28040 UPM, España;Vigo;4,5;1;2;4;2;1
906;Iglesia de la Inmaculada Concepcion;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;42,2320965;-8,7003305;Rúa de Toledo, 5, 36205 Vigo, Pontevedra, España;Vigo;4,5;0;1;4;2;1
907;Iglesia de Freixeiro;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,2178774;-8,7274042;36210, Baixada ó Pontillón, 9, 36210 Vigo, Pontevedra, España;Vigo;4,3;0;0;4;2;1
908;Biblioteca Caixanova. Calvario;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,2307392;-8,7017341;Rúa Portela, 6, 36205 Vigo, Pontevedra, España;Vigo;3,6;2;3;4;2;1
909;Biblioteca Caixanova. Travesas;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,2209604;-8,7335032;Pr. de América, 3, 36209 Vigo, Pontevedra, España;Vigo;3,5;1;0;4;2;1
910;Biblioteca Central;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;42,238765;-8,72544;Rúa Joaquín Yáñez, 6, 36202 Vigo, Pontevedra, España;Vigo;4,5;2;0;4;2;1
911;Biblioteca de la Camara de Comercio de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,238765;-8,72544;Rúa Joaquín Yáñez, 6, 36202 Vigo, Pontevedra, España;Vigo;4,5;0;0;4;2;1
912;Biblioteca de la Fundacion;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,2379805;-8,7234416;Rúa Policarpo Sanz, 13, 36202 Vigo, Pontevedra, España;Vigo;4,6;2;3;4;2;1
913;Biblioteca Centro Cultural Caixanova;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,2379805;-8,7234416;Rúa Policarpo Sanz, 13, 36202 Vigo, Pontevedra, España;Vigo;4,6;1;3;4;2;1
914;Biblioteca del Centro Oceanografico de Vigo;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;40,4441327;-3,684887;C. de Joaquín Costa, 22, 28002 Madrid, España;Vigo;5;1;3;4;2;1
915;Biblioteca del Instituto de Investigaciones Marinas;history_freak;historic_building;historic building, museums and archaeological rests;young;in family;42,2258013;-8,7522174;Rúa de Eduardo Cabello, 6, 36208 Vigo, Pontevedra, España;Vigo;4,4;0;3;4;2;1
916;Biblioteca del Museo Etnografico, Fundacion Liste;history_freak;historic_building;historic building, museums and archaeological rests;adult;alone;42,2179323;-8,7310807;Rúa Pastora, 22, 36210 Vigo, Pontevedra, España;Vigo;4,4;1;0;4;2;1
917;Biblioteca de la Facultad de Ciencias del Mar y Biologia;history_freak;historic_building;historic building, museums and archaeological rests;adult;in groups;42,2315868;-8,7345694;Av. da Beiramar, 57, 36202 Vigo, Pontevedra, España;Vigo;3,5;1;2;4;2;1
918;Iglesia del Carmen;history_freak;religious;religious;young;in couple;42,2237327;-8,7315;P.º Padre Lorenzo, 2, 36211 Vigo, Pontevedra, España;Vigo;4,5;0;1;4;2;5
919;Iglesia de San Pedro de Sardoma;history_freak;religious;religious;adult;in couple;42,2172666;-8,7116221;Estrada Miraflores-Sárdoma, 43A, 36214 Vigo, Pontevedra, España;Vigo;3,9;1;1;4;2;5
920;Iglesia de San Jorge de Saians;history_freak;religious;religious;young;alone;42,1676552;-8,8048293;Barrio de Outeiro, 12, 36392 Vigo, Pontevedra, España;Vigo;4,5;0;0;4;2;5
921;Iglesia de Oia;history_freak;religious;religious;adult;in family;42,2210381;-8,7455447;Praza da Consolación, 9, 36208 Vigo, Pontevedra, España;Vigo;4,1;1;3;4;2;5
922;Circulo Mercantil;history_freak;historic_building;historic building, museums and archaeological rests;young;alone;42,2383581;-8,7228188;Rúa da Reconquista, 7, 36201 Vigo, Pontevedra, España;Vigo;3,6;0;0;4;2;1
923;Casa de Ceta;history_freak;historic_building;historic building, museums and archaeological rests;young;in couple;42,2391431;-8,7266729;Praza de Almeida, 2, 36202 Vigo, Pontevedra, España;Vigo;3,9;0;1;4;2;1
924;Iglesia de Navia (nueva);history_freak;religious;religious;adult;alone;42,2079068;-8,7672874;Rúa da Tomada, 119, 36212 Vigo, Pontevedra, España;Vigo;4,2;1;0;4;2;5
925;Iglesia de Navia;history_freak;religious;religious;old;in family;42,2079068;-8,7672874;Rúa da Tomada, 119, 36212 Vigo, Pontevedra, España;Vigo;4,2;2;3;4;2;5
926;Cruceiro de Taberna;history_freak;religious;religious;adult;in groups;42,2175045;-8,7114622;Estrada Miraflores-Sárdoma, 43A, 36214 Vigo, Pontevedra, España;Vigo;5;1;2;4;2;5
927;Cruceiro da ria Poboadores;history_freak;religious;religious;young;in groups;42,2588169;-8,7904238;Subida a San Roque do Monte, 36949 Cangas, Pontevedra, España;Vigo;4,6;0;2;4;2;5
928;Cruceiro do adro da igrexa de Valadares;history_freak;religious;religious;old;in groups;42,1776574;-8,7246724;36314, Estrada Regueiro-Valadares, 224, 36314 Vigo, Pontevedra, España;Vigo;4,2;2;2;4;2;5
929;Edificio Jose Mouriño Vilas;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,2254253;-8,7311261;R. López Mora, 30, 36211 Vigo, Pontevedra, España;Vigo;4,4;1;3;4;2;1
930;Biblioteca Braille de la Once;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;42,2383461;-8,7256526;Praza da Princesa, 2, 36202 Vigo, Pontevedra, España;Vigo;4;1;1;4;2;1
931;Biblioteca de Torrecedeira;history_freak;religious;religious;adult;alone;42,2272192;-8,7346055;Rúa do Conde de Torrecedeira, 86, 36208 Vigo, Pontevedra, España;Vigo;4,2;1;0;4;2;5
932;Cruceiro da fachada da igrexa da Consolacion;history_freak;religious;religious;adult;alone;42,1551559;-8,6881385;Estrada da Igrexa, 10, 36310 Vigo, Pontevedra, España;Vigo;4,1;1;0;4;2;5
933;Cruceiro da Guia;history_freak;religious;religious;adult;in family;42,2558659;-8,7017941;Av. de Dona Fermina, 50, 36207 Vigo, Pontevedra, España;Vigo;5;1;3;4;2;5
934;Cruceiro de Cruceiro;history_freak;religious;religious;adult;in groups;42,2343704;-8,6692889;Av. do Aeroporto, 408, 36317 Vigo, Pontevedra, España;Vigo;3,9;1;2;4;2;5
935;Cruceiro do adro da igrexa de Coruxo;history_freak;religious;religious;young;in family;42,1885378;-8,776634;Estrada Camposancos, 284, 36330 Vigo, Pontevedra, España;Vigo;4;0;3;4;2;5
936;Mosteiro da Visitacion das Salesas Reais;history_freak;religious;religious;adult;in couple;42,2437304;-8,7046849;Rúa Coutadas, 14, 36207 Vigo, Pontevedra, España;Vigo;4,6;1;1;4;2;5
937;Iglesia de Matama;history_freak;religious;religious;adult;in family;42,2008022;-8,7382352;Rúa dos Canteiros, 95, 36213 Vigo, Pontevedra, España;Vigo;4;1;3;4;2;5
938;Vivendas da ria Uruguay;history_freak;religious;religious;adult;in family;42,2294611;-8,7320019;Tienda Latina, Rúa de Pi y Margall, 98, 36202 Vigo, Pontevedra, España;Vigo;0;1;3;4;2;5
939;Visitacion de las Salesas Reales;history_freak;religious;religious;young;alone;42,2437304;-8,7046849;Rúa Coutadas, 14, 36207 Vigo, Pontevedra, España;Vigo;4,6;0;0;4;2;5
940;Centro de Divulgacion Arqueoloxico Municipal;history_freak;religious;religious;adult;alone;42,2362255;-8,7266662;Praza do Rei, 1, 36202 Vigo, Pontevedra, España;Vigo;3,5;1;0;4;2;5
941;Iglesia de Valadares;history_freak;religious;religious;adult;in family;42,1776574;-8,7246724;36314, Estrada Regueiro-Valadares, 224, 36314 Vigo, Pontevedra, España;Vigo;4,2;1;3;4;2;5
942;Muiño Maquias;history_freak;religious;religious;adult;alone;42,1576308;-8,7031079;Estrada de Zamáns, 102, 36310 Vigo, Pontevedra, España;Vigo;4,6;1;0;4;2;5
943;Iglesia de Santo Estevo de Beade;history_freak;religious;religious;old;in groups;42,1921539;-8,7065773;Camiño Costa da Rúa, 2, 36312 Vigo, Pontevedra, España;Vigo;4,3;2;2;4;2;5
944;Iglesia de Santiago de Bembrive;history_freak;religious;religious;adult;in couple;42,203892;-8,6866119;Rúa Río, 22, 36313 Vigo, Pontevedra, España;Vigo;4,4;1;1;4;2;5
945;Cristo do Cacheno;history_freak;religious;religious;old;in family;42,2063417;-8,6983733;Rúa Cacheno, 47, 36214 Vigo, Pontevedra, España;Vigo;4,5;2;3;4;2;5
946;Reitorado da Universidade de Vigo;history_freak;religious;religious;young;alone;42,2387211;-8,7163389;Rúa de Oporto, 1, 36201 Vigo, Pontevedra, España;Vigo;4,1;0;0;4;2;5
947;Pazo de San Roque;history_freak;religious;religious;young;in groups;42,2260063;-8,7124405;Rúa Filipinas, s/n, 36204 Vigo, Pontevedra, España;Vigo;4,4;0;2;4;2;5
948;Pazo de Rivera Atienza;history_freak;religious;religious;adult;in family;42,2275805;-8,6994058;36205 Vigo, Pontevedra, España;Vigo;0;1;3;4;2;5
949;Iglesia de San Salvador de Coruxo;history_freak;religious;religious;adult;in family;42,1885378;-8,776634;Estrada Camposancos, 284, 36330 Vigo, Pontevedra, España;Vigo;4;1;3;4;2;5
950;Iglesia de Santa Cristina;history_freak;religious;religious;old;in couple;42,226655;-8,6968904;Rúa de Santa Cristina, 2, 36214 Vigo, Pontevedra, España;Vigo;4,2;2;1;4;2;5
951;Iglesia de Santa Maria de Castrelos;history_freak;religious;religious;adult;in family;42,2105475;-8,7257828;Rúa dos Mestres Goldar, 16, 36201 Vigo, Pontevedra, España;Vigo;4,4;1;3;4;2;5
952;Iglesia de Santiago O Maior;history_freak;religious;religious;young;in family;42,2369092;-8,7179321;Rúa de García Barbón, 20, 36201 Vigo, Pontevedra, España;Vigo;4,4;0;3;4;2;5
953;Pazo da Pastora;history_freak;religious;religious;young;in family;42,2186962;-8,7270806;36210 Vigo, Pontevedra, España;Vigo;1,8;0;3;4;2;5
954;Pazo da Raposeira;history_freak;religious;religious;young;alone;42,2143536;-8,7016092;Camiño da Raposeira, 3, 36214 Vigo, Pontevedra, España;Vigo;0;0;0;4;2;5
955;Pazo de Castrelos;history_freak;religious;religious;old;in family;42,2132213;-8,7276841;Pazo de Castrelos, Camiño Corredoura, 41, 36213 Vigo, Pontevedra, España;Vigo;4,242458101;2;3;4;2;5
956;Pazo de Ribeira;history_freak;religious;religious;old;alone;42,2260063;-8,7124405;Rúa Filipinas, s/n, 36204 Vigo, Pontevedra, España;Vigo;4,4;2;0;4;2;5
957;Grupo de Casas de Benito Sanjurjo;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;42,2469765;-8,700428;Rúa de Sanjurjo Badía, 125, 36207 Vigo, Pontevedra, España;Vigo;3,1;2;1;4;2;1
958;Soportais do Berbes;history_freak;religious;religious;young;in family;42,2352372;-8,73161;Rúa Gaiteiro Ricardo Portela, 1, 36202 Vigo, Pontevedra, España;Vigo;3,9;0;3;4;2;5
959;Cruceiro do adro da Igrexa de Beade;history_freak;religious;religious;young;alone;42,1921539;-8,7065773;Camiño Costa da Rúa, 2, 36312 Vigo, Pontevedra, España;Vigo;4,3;0;0;4;2;5
960;Cruceiro do adro da igrexa de Bembrive;history_freak;religious;religious;old;alone;42,2039221;-8,6863017;Rúa da Igrexa, 24, 36313 Vigo, Pontevedra, España;Vigo;4,3;2;0;4;2;5
961;Cruceiro da Igrexa de Sta Cristina de Lavadores;history_freak;religious;religious;adult;in couple;42,226655;-8,6968904;Rúa de Santa Cristina, 2, 36214 Vigo, Pontevedra, España;Vigo;4,2;1;1;4;2;5
962;Cruz da Costa;history_freak;religious;religious;young;alone;42,2152594;-8,721861;Baixada Laxe, 5, 36213 Vigo, Pontevedra, España;Vigo;3,8;0;0;4;2;5
963;Cruceiro do adro da Igrexa de San Pedro de Sardoma;history_freak;religious;religious;old;alone;42,2172666;-8,7116221;Estrada Miraflores-Sárdoma, 43A, 36214 Vigo, Pontevedra, España;Vigo;3,9;2;0;4;2;5
964;Cruceiro de Laxe;history_freak;religious;religious;young;in family;42,2592571;-8,7985709;Rúa do Casal, 110, 36949 Cangas, Pontevedra, España;Vigo;0;0;3;4;2;5
965;Cruceiro do barrio da Costa;history_freak;religious;religious;old;alone;42,2113644;-8,7234713;Camiño Cruceiro, 14, 36213 Vigo, Pontevedra, España;Vigo;4,3;2;0;4;2;5
966;Cruceiro de Tarrio;history_freak;religious;religious;old;in groups;42,2175045;-8,7114622;Estrada Miraflores-Sárdoma, 43A, 36214 Vigo, Pontevedra, España;Vigo;5;2;2;4;2;5
967;Cruceiro do adro da Igrexa de Oia;history_freak;religious;religious;adult;alone;42,1826575;-8,8013752;Estrada Igrexa Roteas-Oia, 11, 36390 Oia, Pontevedra, España;Vigo;4,4;1;0;4;2;5
968;Cruceiro de Zamans;history_freak;religious;religious;young;alone;42,1547611;-8,6884461;36310 Zamáns, Pontevedra, España;Vigo;4,5;0;0;4;2;5
969;Cruceiro do cemiterio de Bouzas;history_freak;religious;religious;young;alone;42,2133841;-8,7523097;36213, Rúa da Cañiza, 2, 36213 Vigo, Pontevedra, España;Vigo;3,8;0;0;4;2;5
970;Cruz de O Calvario de Candean;history_freak;religious;religious;old;in groups;42,2460821;-8,6573084;Candeán, Vigo, Pontevedra, España;Vigo;4,242458101;2;2;4;2;5
971;Cruz do lugar de Babio;history_freak;religious;religious;adult;in couple;42,2343398;-8,7266153;Av. das Camelias, 36203 Vigo, Pontevedra, España;Vigo;3,3;1;1;4;2;5
972;Cruceiro do lugar de Cruceiro de Fragoselo;history_freak;religious;religious;old;alone;42,2243933;-8,7501973;Rúa Cruceiro Vello, 7, 5, 36208 Vigo, Pontevedra, España;Vigo;5;2;0;4;2;5
973;Cruz do Calvario de Cabral;history_freak;religious;religious;young;in couple;42,229783;-8,703949;Rúa de José Antela Conde, 43, BAJO, 36205 Vigo, Pontevedra, España;Vigo;4,7;0;1;4;2;5
974;Cruz do Adro da Igrexa de San Salvador de Teis;history_freak;religious;religious;adult;alone;42,2575392;-8,6867632;Camiño Real, s/n, 36216 Vigo, Pontevedra, España;Vigo;4,1;1;0;4;2;5
975;Cruceiro vello;history_freak;religious;religious;young;alone;42,2243646;-8,7500785;Rúa Cruceiro Vello, 36208 Vigo, Pontevedra, España;Vigo;4,242458101;0;0;4;2;5
976;Cruceiro do cemiterio de Candean;history_freak;religious;religious;young;in groups;42,2420395;-8,6650693;36317 Vigo, Pontevedra, España;Vigo;5;0;2;4;2;5
977;Cruceiro do cemiterio de Santa Mariña de Cabral;history_freak;religious;religious;young;in groups;42,2237198;-8,6572982;Baixada Igrexa, 7, 36318 Vigo, Pontevedra, España;Vigo;4;0;2;4;2;5
978;Casa Sanjurjo;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,2430673;-8,7063414;Rúa de Sanjurjo Badía, 24, 36207 Vigo, Pontevedra, España;Vigo;0;2;3;4;2;1
979;Casa Salvador Aranda Graña;history_freak;historic_building;historic building, museums and archaeological rests;adult;in family;42,2397996;-8,7207979;R. de Concepción Arenal, 1, 36201 Vigo, Pontevedra, España;Vigo;0;1;3;4;2;1
980;Casa Rosendo Silva;history_freak;historic_building;historic building, museums and archaeological rests;old;alone;42,2263918;-8,7303309;R. López Mora, 27, 36211 Vigo, Pontevedra, España;Vigo;4,7;2;0;4;2;1
981;Casa Ramon Arbones;history_freak;historic_building;historic building, museums and archaeological rests;adult;in couple;42,2382032;-8,7104775;Rúa de García Barbón, 123, 36201 Vigo, Pontevedra, España;Vigo;4,7;1;1;4;2;1
982;Casa Vicente Coma;history_freak;historic_building;historic building, museums and archaeological rests;old;in couple;42,2417673;-8,6962594;Dentro nave cash recor, Rua Ventura González Prieto, 4, 36207 Vigo, Pontevedra, España;Vigo;4,8;2;1;4;2;1
983;Casas de Oya;history_freak;historic_building;historic building, museums and archaeological rests;young;in groups;42,2373891;-8,7186172;Rúa de García Barbón, 17, 36201 Vigo, Pontevedra, España;Vigo;0;0;2;4;2;1
984;Casas para A_x0081_lvaro Lopez Mora;history_freak;historic_building;historic building, museums and archaeological rests;old;in family;42,2254621;-8,7302582;R. López Mora, 31, 36211 Vigo, Pontevedra, España;Vigo;4,6;2;3;4;2;1
