id,name,Average_sentiment,Google rating,Level of popularity,Increase of popularity,Cat_detailed,address,zipcode,lat,lng,area,other_city,age,way of travel,Latitud_google,Longitud_google,dirección_google,Latitud,Longitud,Dirección,Rating,Precio
4356,Bosque Industrial de Ajuria & Urigoitia,curious,,,,historic_building,,,42.8892222,-2.312303100000008,Euskadi,Asparrena,adult,in couple,428984285.0,-2311065.0,"01250 Araia, Ãlava, Spain",42.8984142,-2.3115124,"01250 Araia, Álava, España",4.1,N/A
4357,Palacio de la Finca Munoa,history_freak,,,,historic_building,"Llano Kalea, s/n",48903.0,43.28380448296169,-2.978292383853154,Euskadi,Barakaldo,young,alone,,,,43.2849799,-2.9782502,"48903, Llano Kalea, 61, 48903 Barakaldo, Bizkaia, España",4.3,N/A
4358,Marierrota,history_freak,,,,historic_building,Barrio Likoa,48289.0,43.35983100601811,-2.49829985300903,Euskadi,Mendexa,young,in groups,4335976609999990.0,-24982926.0,"Barrio Likona, 48289, Bizkaia, Spain",43.35976609999999,-2.4982926,"Barrio Likona, 48289, Biscay, España",3.7,N/A
4359,Molino de Fandería ? Casa del río,history_freak,,,,historic_building,"Dolores Ibarruri Zumardia, z/g",,43.308972,-1.888,Euskadi,Errenteria,adult,alone,43308878.0,-18880206.0,"20100 Errenteria, Gipuzkoa, Spain",43.308878,-1.8880206,"20100 Errenteria, Gipuzkoa, España",3.8,N/A
4360,Palacio Lili,history_freak,,,,historic_building,"Portale, 1",,43.23792286206079,-2.260439347499079,Euskadi,Zestoa,young,in family,432379489.0,-2260415.0,"Portale Kalea, 1, 20740 Zestoa, Gipuzkoa, Spain",43.2379491,-2.260417,"Portale Kalea, 1, 20740 Zestoa, Gipuzkoa, España",4.4,N/A
4361,Pequeño Tren de Iraeta - Tren de cinco pulgadas,history_freak,,,,historic_building,Olaizola y Uria kalea,,43.25639421286162,-2.259528657286078,Euskadi,Zestoa,young,alone,,,,43.2564242,-2.2594636,"Olaizola Eta Uria Kalea, 32, 20749 Zestoa, Gipuzkoa, España",5,N/A
4362,Ermita de San Telmo,history_freak,,,,historic_building,"San Telmo kalea, s/n",,43.29912031489184,-2.261305280456558,Euskadi,Zumaia,young,in family,432990184.0,-22612793.0,"San Telmo Ermita, San Telmo Kalea, S/N, 20750 Zumaia, Gipuzkoa, Spain",43.2990184,-2.2612793,"San Telmo Kalea, S/N, 20750 Zumaia, Gipuzkoa, España",4.6,N/A
4363,Casa Torre Luardo,history_freak,,,,historic_building,"Sabanika aldapa , 4",,43.3069371,-2.3863634,Euskadi,Mutriku,adult,in family,,,,43.0273023,-2.4924314,"Aozaratza Elizaurrea Auzunea, 2, 20550 Aretxabaleta, Gipuzkoa, España",4.3,N/A
4364,Antigua Lonja de Mutriku,curious,,,,historic_building,,,43.30760141097604,-2.384268579276295,Euskadi,Mutriku,young,in couple,433059287.0,-23872807.0,"20830 Mutriku, Gipuzkoa, Spain",43.3074501,-2.3839196,"20830 Mutriku, Gipuzkoa, España",4.5,N/A
4365,Quinta Torre,curious,,,,historic_building,Errementeria. 29,,43.42104672268707,-2.815685552917491,Euskadi,Bakio,young,alone,,,,,,,,
4366,Palacio Elexpuru,curious,,,,historic_building,Basigo auzoa 16,,43.41885827117515,-2.820168652423096,Euskadi,Bakio,young,in couple,,,,,,,,
4367,Funicular de Larreineta,history_freak,,,,historic_building,"Funikular, 30",,43.3012666,-3.0419183,Euskadi,Valle de Trápaga-Trapagaran,young,alone,433012666.0,-30419183.0,"Funikular Kalea, 30, 48510 Trapagaran, Bizkaia, Spain",43.3012666,-3.0419183,"Funikular Kalea, 30, 48510 Trapagaran, Bizkaia, España",4.6,N/A
4368,Coto Minero de Mutiloa y viaducto de Ormaiztegi,history_freak,,,,historic_building,"Muxika egurastokia, 6",20216.0,43.03306482223424,-2.294326263659669,Euskadi,Ormaiztegi,young,in couple,430423619.0,-22589853.0,"Gabiria Bidea, 20216 Ormaiztegi, Gipuzkoa, Spain",43.0423619,-2.2589853,"Gabiria Bidea, 20216 Ormaiztegi, Gipuzkoa, España",4,N/A
4369,Parroquia Nuestra Señora de la Asunción de Legazpi,history_freak,,,,historic_building,Euskal Herria Plaza z/g,,43.05072840754793,-2.333729428836069,Euskadi,Legazpi,old,in couple,430506946.0,-23339372.0,"Euskalherria Enparantza Plaza, 4, 20230 Legazpi, Gipuzkoa, Spain",43.0506946,-2.3339372,"Euskalherria Enparantza Plaza, 4, 20230 Legazpi, Gipuzkoa, España",5,N/A
4370,Santuario de Oro,history_freak,,,,historic_building,"Vitoriano Entitatea, 1",1139.0,42.93207246567852,-2.826142064587402,Euskadi,Zuia,old,in groups,429313754.0,-28274636.0,"Victorian Entity, 1, 01139, Araba, Spain",42.93132869999999,-2.8277986,"Vitoriano Entitatea, 1, 01139, Araba, España",4.5,N/A
4371,Cargadero de Mollarri,history_freak,,,,historic_building,Talaimendi,20800.0,43.29325589367154,-2.148406370886224,Euskadi,Zarautz,young,in family,432930515.0,-21485044.0,"20800 Zarautz, Gipuzkoa, Spain",43.2930515,-2.1485044,"20800 Zarautz, Gipuzkoa, España",4.5,N/A
4372,Jardín Botánico Ramón Rubial,history_freak,,,,historic_building,"La Torre, 30",48902.0,43.2924701463708,-3.001095232818607,Euskadi,Barakaldo,young,in groups,4329278180000000.0,-30011196.0,"Barakaldo Botanical Garden, La Torre Kalea, 48902 Barakaldo, Bizkaia, Spain",43.2920831,-3.0010761,"Errekatxu Kalea, 48902 Barakaldo, Bizkaia, España",4.5,N/A
4373,Vivienda Minera de La Arboleda,history_freak,,,,historic_building,La Arboleda,48510.0,43.28417385679106,-3.053612719014362,Euskadi,Valle de Trápaga-Trapagaran,old,in groups,,,,43.3121887,-3.0826673,"Bº Campodiego, S / N, 48500 Gallarta, España",0,N/A
4374,Jardín Botánico Berrizjauregi,curious,,,,historic_building,"Iturritza Kalea, 51",48240.0,43.1748466,-2.5775427,Euskadi,Berriz,young,in groups,431758507.0,-25768462.0,"Berriz, Biscay, Spain",43.17419719999999,-2.577414,"Iturritza Kalea, 51, 48240 Berriz, Bizkaia, España",4.8,N/A
4375,Castillo de Portilla,curious,,,,historic_building,,,42.6703698,-2.8336449,Euskadi,Zambrana,old,in family,426703698.0,-28336449.0,"Castillo de Portilla, 01212 Zanbrana, Araba, Spain",42.6703698,-2.8336449,"01212 Zambrana, Álava, España",4.6,N/A
4376,Museo Bibat,curious,,,,museum,"Cuchillería, 54. Junto al Palacio de Bendaña.",1001.0,42.8493094,-2.671176400000036,Euskadi,Vitoria-Gasteiz,adult,in family,428496184.0,-26711261.0,"Aiztogile K., 54, 01001 Gasteiz, Araba, Spain",42.8496243,-2.6711328,"Aiztogile K., 54, 01001 Gasteiz, Araba, España",4.3,N/A
4377,Museo de Faroles de la Cofradía de la Virgen Blanca,history_freak,,,,museum,"Zapatería, 33",1001.0,42.84809749,-2.67413986,Euskadi,Vitoria-Gasteiz,old,in groups,428480842.0,-26741593.0,"Zapatari Kalea, 35, 01001 Gasteiz, Araba, Spain",42.8480842,-2.6741593,"Zapatari Kalea, 35, 01001 Gasteiz, Araba, España",4.7,N/A
4378,Museo de Ciencias Naturales de Álava,curious,,,,museum,"Fundadora de las Siervas de Jesús, 24",1001.0,42.8502903,-2.67462519,Euskadi,Vitoria-Gasteiz,young,in groups,428502713.0,-26746438.0,"Fundadora de las Siervas de Jesus Kalea, 24, 01001 Gasteiz, Araba, Spain",42.8502713,-2.6746438,"Fundadora de las Siervas de Jesus Kalea, 24, 01001 Gasteiz, Araba, España",4.6,N/A
4379,Artium museoa,artsy,,,,museum,"Francia, 24",1002.0,42.84942634,-2.66802071,Euskadi,Vitoria-Gasteiz,adult,in couple,4284930749999990.0,-26679477.0,"Francia Kalea, 24, 01002 Gasteiz, Araba, Spain",42.8493041,-2.6679719,"Francia Kalea, 24, 01002 Gasteiz, Araba, España",4.1,N/A
4380,Museo de Armería,history_freak,,,,museum,"Paseo de Fray Francisco de Vitoria, 3",1001.0,42.8413475,-2.678544200000033,Euskadi,Vitoria-Gasteiz,young,in groups,428413371.0,-26785927.0,"Fray Francisco de Vitoria Ibilbidea, 3, 01007 Gasteiz, Araba, Spain",42.8413371,-2.6785927,"Fray Francisco de Vitoria Ibilbidea, 3, 01007 Gasteiz, Araba, España",4.6,N/A
4381,Conjunto Monumental de Iruña-Veleia,history_freak,,,,museum,Trespuentes y Víllodas,,,,Euskadi,Iruña Oka/Iruña de Oca,young,in family,,,,42.8408796,-2.7882659,"01195 Víllodas, Álava, España",4.4,N/A
4382,Museo de Bellas Artes de Álava,artsy,,,,museum,"Paseo de Fray Francisco, 8",1007.0,42.83919723793733,-2.68563367052127,Euskadi,Vitoria-Gasteiz,adult,in couple,428417056.0,-26797125.0,"Fray Francisco de Vitoria Ibilbidea, 8, 01007 Gasteiz, Araba, Spain",42.8416439,-2.6796913,"Fray Francisco de Vitoria Ibilbidea, 8, 01007 Gasteiz, Araba, España",4.6,N/A
4383,Villa Lucía. Centro Temático del vino,curious,,,,food,Ctra. Logroño s/n,1300.0,42.54833710996413,-2.578217804393262,Euskadi,Laguardia,young,in family,,,,42.54843140000001,-2.5783574,"Logroño Errepidea, s/n, 01300 Guardia, Araba, España",4.6,2
4384,Museo Diocesano de Arte Sacro,curious,,,,religious,"Catedral María Inmaculada. Calle del Monseñor Cadena y Eleta, s/n",1008.0,42.84539329508149,-2.677123571332231,Euskadi,Vitoria-Gasteiz,young,alone,,,,42.8452269,-2.6770945,"Monseñor Cadena y Eleta Kalea, s/n, 01008 Gasteiz, Araba, España",4.5,N/A
4385,Museo de la Policía Vasca,curious,,,,museum,Academia Vasca de Policía y Emergencias<br/>Ctra. N-104 km. 356. CP 01192,1192.0,42.871409,-2.583495,Euskadi,Vitoria-Gasteiz,old,in family,428600228.0,-26171581.0,"Carretera N-104 kilÃ³metro 356, 01192 Arcaute, Ãlava, Spain",42.8600612,-2.6171701,"Carretera N-104 kilómetro 356, 01192 Arcaute, Álava, España",4.5,N/A
4386,Museo Etnográfico Usatxi de Pipaón,history_freak,,,,museum,"Plaza Mayor, s/n",1211.0,42.615131,-2.643003,Euskadi,Lagrán,adult,alone,426151758.0,-2642813.0,"01211 PipaÃ³n, Ãlava, Spain",42.6153256,-2.643053,"España Plaza, 01118 Pipaón, Araba, España",4.9,N/A
4387,Museo Etnográfico de Artziniega,history_freak,,,,museum,"C/ Arteako Aldapa, 12",1474.0,43.1230932,-3.13249406,Euskadi,Artziniega,young,in groups,431231557.0,-31323653.0,"Arteko Aldapa, 12, 01474 Artziniega, Araba, Spain",43.1231557,-3.1323653,"Arteko Aldapa, 12, 01474 Artziniega, Araba, España",4.7,N/A
4388,Museo del poblado de La Hoya,history_freak,,,,museum,"Ctra. Elvillar, s/n",1300.0,42.5644309,-2.584556099999986,Euskadi,Laguardia,adult,alone,425644308.0,-25845562.0,"La Hoya Bidea, 13, 01300 Guardia, Araba, Spain",42.5644339,-2.58454,"La Hoya Bidea, 13, 01300 Guardia, Araba, España",4.4,N/A
4389,Museo de Alfarería Vasca,history_freak,,,,museum,"Barrio Ollerías, 9",1170.0,42.99048732,-2.67579564,Euskadi,Legutio,adult,alone,429903837.0,-26756467.0,"Lugar Barrio OllerÃ­as, 0 S N, 01170 Elosu, Ãlava, Spain",42.9903837,-2.6756467,"Lugar Barrio Ollerías, 0 S N, 01170 Elosu, Álava, España",4.7,N/A
4390,Museo Etnográfico de Oyón-Oion,history_freak,,,,museum,"Los Fueros, 6 planta baja. Entrada por la Plaza de los Fueros.",1320.0,42.5052367,-2.433099599999992,Euskadi,Oyón-Oion,adult,in groups,425046702.0,-24357287.0,"01320 OyÃ³n-Oion, Ãlava, Spain",42.6153256,-2.643053,"España Plaza, 01118 Pipaón, Araba, España",4.9,N/A
4391,Museo Marítimo Vasco,history_freak,,,,museum,"Paseo del Muelle, 24",20003.0,43.32296774,-1.99095009,Euskadi,Donostia / San Sebastián,old,alone,433229625.0,-19910555.0,"P.Âº del Muelle, 24, 20003 San SebastiÃ¡n, Gipuzkoa, Spain",43.3229625,-1.9910555,"P.º del Muelle, 24, 20003 Donostia-San Sebastian, Gipuzkoa, España",4.2,N/A
4392,Aquarium de San Sebastián,curious,,,,other,"Pza. Carlos Blasco de Imaz, 1",20003.0,43.32287472,-1.99206009,Euskadi,Donostia / San Sebastián,young,in groups,433227696.0,-19918678.0,"1 Plaza de Carlos Blasco Imaz, 20003 Donostia, Gipuzkoa, Spain",43.3227696,-1.9918678,"1 Plaza de Carlos Blasco Imaz, 20003 Donostia, Gipuzkoa, España",4.4,N/A
4393,Museo San Telmo,curious,,,,museum,"Plaza Zuloaga, 1",20003.0,43.324993,-1.984844,Euskadi,Donostia / San Sebastián,young,in family,43324993.0,-1984844.0,"Plaza Zuloaga, 1, 20003 Donostia, Gipuzkoa, Spain",43.324993,-1.984844,"Plaza Zuloaga, 1, 20003 Donostia-San Sebastian, Gipuzkoa, España",4.5,N/A
4394,Eureka! Zientzia Museoa,curious,,,,museum,Paseo Mikeletegi 43-45,20009.0,43.29053023322701,-1.984178827384994,Euskadi,Donostia / San Sebastián,old,in couple,432907193.0,-19849114.0,"Mikeletegi Pasealekua, 45, 20009 Donostia, Gipuzkoa, Spain",43.2906552,-1.9849199,"Mikeletegi Pasealekua, 45, 20009 Donostia, Gipuzkoa, España",4.5,N/A
4395,D?Museoa,curious,,,,museum,"Calle 31 de Agosto, 46",20010.0,43.30813282,-1.98146191,Euskadi,Donostia / San Sebastián,young,in couple,,,,43.3238518,-1.9865248,"31 de Agosto Kalea, 46, 20003 Donostia, Gipuzkoa, España",3.9,N/A
4396,Larraulgo Ekomuseoa,curious,,,,museum,"Plaza San Esteban, s/n",20159.0,43.18980020880312,-2.100903216918937,Euskadi,Larraul,old,in couple,431875091.0,-21019293.0,"San Esteban Plaza, 20159 Larraul, Gipuzkoa, Spain",43.1875091,-2.1019293,"San Esteban Plaza, 20159 Larraul, Gipuzkoa, España",4.8,N/A
4397,Museum Cemento Rezola,curious,,,,museum,Av. Añorga 36,20018.0,43.28548050079436,-2.000348555270079,Euskadi,Donostia / San Sebastián,young,alone,4328539139999990.0,-20003462.0,"AÃ±orga Hiribidea, 36, 20018 Donostia, Gipuzkoa, Spain",43.2854118,-2.000362,"Añorga Hiribidea, 36, 20018 Donostia, Gipuzkoa, España",4.2,N/A
4398,"D'elikatuz, Centro de la Alimentación y la Gastronomía",curious,,,,food,"C/ Santa María, 24",20240.0,43.0539232684332,-2.178314924655751,Euskadi,Ordizia,young,alone,430538793.0,-21783849.0,"Santamaria-Andre Mari Kalea, 24, 20240 Ordizia, Gipuzkoa, Spain",43.0538793,-2.1783849,"Santamaria-Andre Mari Kalea, 24, 20240 Ordizia, Gipuzkoa, España",4.5,N/A
4399,Museo Chillida-Leku,artsy,,,,museum,"Bº Jauregi, 66",20120.0,43.27864942,-1.99861955,Euskadi,Hernani,old,in family,432786583.0,-19986424.0,"Jauregi Bailara, 66, 20120 Hernani, Gipuzkoa, Spain",43.27863790000001,-1.9986099,"Jauregi Bailara, 66, 20120 Hernani, Gipuzkoa, España",4.7,N/A
4400,Museo Zumalakarregi,curious,,,,museum,"Muxika egurastokia, 6. Caserío Iriarte-Erdikoa.",20216.0,43.043037,-2.2546898,Euskadi,Ormaiztegi,old,in family,43043006.0,-22546773.0,"Lugar, Muxika Egurastokia Kalea, 6, 20216 OrmÃ¡iztegui, Gipuzkoa, Spain",43.043006,-2.2546773,"Lugar, Muxika Egurastokia Kalea, 6, 20216 Ormaiztegi, Gipuzkoa, España",4.7,N/A
4401,Luberri. Centro de Interpretación Geológica,curious,,,,museum,"Polígono Pagoaldea, 41-42. Barrio Ergoien",20180.0,43.28636578818436,-1.83285435430912,Euskadi,Oiartzun,adult,in family,,,,43.2864764,-1.8330001,"Pagoaldea Pol., 20180, Gipuzkoa, España",4.4,N/A
4402,Exposición permanente de Mariposas del Mundo,curious,,,,museum,"Larretxipi, 5",20304.0,43.33744724,-1.78826325,Euskadi,Irun,adult,alone,-345401324.0,-587040063.0,"Italia 650, B1663 San Miguel, Provincia de Buenos Aires, Argentina",,,,,
4403,Centro de Interpretación y Degustación del Queso Idiazabal,curious,,,,food,"Kale Nagusia, 37 bajo",20218.0,43.01016239111217,-2.23359621667646,Euskadi,Idiazabal,old,in couple,43010131.0,-22338249.0,"Kale Nagusia Kalea, 37, 20213 Behea, Gipuzkoa, Spain",43.010131,-2.2338249,"Kale Nagusia Kalea, 37, 20213 Behea, Gipuzkoa, España",4.2,N/A
4404,Museo Salino,curious,,,,museum,"Dorleta Jauregia, s/n",20530.0,42.98285594,-2.56593463,Euskadi,Leintz Gatzaga,old,in groups,,,,42.9832622,-2.5662762,"Dorletara Bidea, 29, 20530 Leintz Gatzaga, Gipuzkoa, España",4.7,N/A
